match_id,date,season,team,opponent,home,corners,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
M2014122,2015-02-05,2014,team_33,team_10,0,7,0.594,0.504,0.434,0.385,1.094,0.522,0.475,0.552,0.401,0.577
M2014123,2015-02-07,2014,team_10,team_43,1,2,0.584,0.682,0.641,0.498,0.224,0.053,0.631,0.343,0.234,0.692
M2014123,2015-02-07,2014,team_43,team_10,0,5,0.714,0.111,0.773,0.642,0.257,0.919,0.575,0.525,0.824,0.178
M2014124,2015-02-07,2014,team_10,team_49,1,8,0.669,0.581,0.608,0.539,0.223,-0.153,0.661,0.677,0.484,0.416
M2014124,2015-02-07,2014,team_49,team_10,0,8,0.604,0.265,0.298,0.829,0.221,0.471,0.158,0.418,0.439,0.27
M2014125,2015-02-08,2014,team_12,team_15,1,8,0.258,0.484,0.385,0.222,0.699,0.126,0.186,0.459,0.578,0.497
M2014125,2015-02-08,2014,team_15,team_12,0,5,-0.013,0.627,0.6,0.846,0.489,0.809,0.231,0.13,0.768,0.78
M2014126,2015-02-11,2014,team_12,team_16,1,7,0.386,0.533,0.405,0.405,0.891,0.264,-0.029,0.375,0.343,0.46
M2014126,2015-02-11,2014,team_16,team_12,0,6,0.894,0.371,0.987,0.537,0.709,0.486,0.474,0.307,0.409,0.543
M2014127,2015-02-12,2014,team_12,team_17,1,6,0.454,0.371,0.444,0.251,0.785,0.192,0.222,0.626,0.591,0.401
M2014127,2015-02-12,2014,team_17,team_12,0,8,0.464,0.301,0.414,0.818,-0.053,0.406,0.22,0.774,0.688,1.022
M2014128,2015-02-13,2014,team_12,team_18,1,10,0.377,0.673,0.584,0.36,0.858,0.338,0.21,0.604,0.694,0.611
M2014128,2015-02-13,2014,team_18,team_12,0,7,0.284,0.469,0.686,0.654,0.481,0.353,0.494,0.428,0.447,0.054
M2014129,2015-02-14,2014,team_12,team_19,1,3,0.171,0.567,0.596,0.464,0.836,0.165,0.207,0.276,0.545,0.508
M2014129,2015-02-14,2014,team_19,team_12,0,2,0.391,0.221,0.518,0.53,0.379,0.354,0.483,0.469,0.578,0.371
M2014130,2015-02-16,2014,team_12,team_20,1,4,0.388,0.519,0.324,0.21,0.91,0.065,0.149,0.56,0.674,0.431
M2014130,2015-02-16,2014,team_20,team_12,0,13,0.451,0.605,0.449,0.35,0.547,0.494,0.607,0.397,0.504,0.685
M2014131,2015-02-16,2014,team_12,team_24,1,4,0.28,0.442,0.392,0.37,1.016,0.264,0.18,0.408,0.585,0.398
M2014131,2015-02-16,2014,team_24,team_12,0,5,0.647,0.453,0.639,0.38,0.683,0.435,0.363,0.569,1.092,0.723
M2014132,2015-02-20,2014,team_12,team_27,1,7,0.489,0.58,0.377,0.436,0.987,0.065,0.305,0.498,0.531,0.554
M2014132,2015-02-20,2014,team_27,team_12,0,8,0.382,0.854,0.499,0.525,0.306,0.334,0.444,0.521,1.107,0.299
M2014133,2015-02-21,2014,team_12,team_33,1,5,0.474,0.651,0.675,0.326,0.733,0.213,0.41,0.52,0.425,0.431
M2014133,2015-02-21,2014,team_33,team_12,0,6,0.454,0.229,0.379,0.323,0.785,0.456,0.129,0.485,0.444,0.468
M2014134,2015-02-22,2014,team_12,team_43,1,7,0.408,0.408,0.669,0.628,0.7,0.191,0.251,0.488,0.58,0.431
M2014134,2015-02-22,2014,team_43,team_12,0,9,0.646,0.109,0.737,0.569,0.294,0.571,0.511,0.448,0.476,0.459
M2014135,2015-02-22,2014,team_12,team_49,1,13,0.492,0.419,0.497,0.468,0.962,0.117,0.564,0.461,0.466,0.513
M2014135,2015-02-22,2014,team_49,team_12,0,0,0.674,0.341,0.258,0.85,0.123,0.72,0.434,0.303,0.25,0.058
M2014136,2015-02-23,2014,team_15,team_16,1,7,0.164,0.548,0.54,0.688,0.356,0.754,0.318,0.657,0.678,0.533
M2014136,2015-02-23,2014,team_16,team_15,0,9,0.864,0.297,0.812,0.537,0.587,0.452,0.317,0.801,0.223,0.673
M2014137,2015-02-24,2014,team_15,team_17,1,5,0.11,0.597,0.762,1.027,0.346,0.717,0.433,0.165,0.501,0.74
M2014137,2015-02-24,2014,team_17,team_15,0,0,0.762,0.544,0.372,0.764,-0.099,0.452,0.124,0.213,0.619,1.132
M2014138,2015-02-25,2014,team_15,team_18,1,4,0.116,0.503,0.453,0.924,0.296,0.768,0.307,0.302,0.713,0.584
M2014138,2015-02-25,2014,team_18,team_15,0,1,0.491,0.505,0.537,0.539,0.541,0.465,0.426,0.181,0.745,0.068
M2014139,2015-02-27,2014,team_15,team_19,1,3,0.005,0.497,0.693,0.79,0.709,0.868,0.28,0.25,0.858,0.758
M2014139,2015-02-27,2014,team_19,team_15,0,4,0.419,0.237,0.499,0.336,0.309,0.576,0.668,0.129,0.146,0.726
M2014140,2015-03-02,2014,team_15,team_20,1,5,0.067,0.487,0.476,0.831,0.446,1.039,0.409,0.443,0.745,0.686
M2014140,2015-03-02,2014,team_20,team_15,0,4,0.309,0.588,0.47,0.494,0.607,0.581,0.181,0.834,0.445,0.661
M2014141,2015-03-03,2014,team_15,team_24,1,1,-0.044,0.586,0.495,0.885,0.396,0.668,0.346,0.537,0.719,0.727
M2014141,2015-03-03,2014,team_24,team_15,0,8,0.699,0.53,0.805,0.348,0.769,0.349,0.081,0.311,0.898,0.611
M2014142,2015-03-06,2014,team_15,team_27,1,3,0.064,0.519,0.525,0.755,0.247,0.912,0.369,0.462,0.749,0.864
M2014142,2015-03-06,2014,team_27,team_15,0,3,0.198,0.639,0.4,0.37,0.68,0.63,0.337,0.246,0.737,0.445
M2014143,2015-03-07,2014,team_15,team_33,1,3,0.091,0.642,0.523,0.851,0.303,0.912,0.343,0.687,0.618,0.739
M2014143,2015-03-07,2014,team_33,team_15,0,5,0.391,0.269,0.351,0.378,1.02,0.514,0.37,0.397,0.379,0.699
M2014144,2015-03-10,2014,team_15,team_43,1,5,-0.048,0.522,0.594,0.784,0.345,0.627,0.518,0.556,0.516,0.75
M2014144,2015-03-10,2014,team_43,team_15,0,5,0.5,0.301,0.68,0.553,0.065,0.645,0.535,0.334,0.087,0.472
M2014145,2015-03-10,2014,team_15,team_49,1,5,0.211,0.491,0.46,0.908,0.52,0.661,0.055,0.595,0.582,0.775
M2014145,2015-03-10,2014,team_49,team_15,0,5,0.521,0.493,0.304,0.688,0.313,0.485,0.57,0.369,0.39,0.211
M2014146,2015-03-11,2014,team_16,team_17,1,8,0.913,0.38,0.758,0.684,0.671,0.202,0.282,0.635,0.343,0.851
M2014146,2015-03-11,2014,team_17,team_16,0,2,0.703,0.468,0.52,0.874,0.237,0.232,-0.245,0.343,0.656,1.064
M2014147,2015-03-12,2014,team_16,team_18,1,11,0.829,0.333,0.816,0.421,0.559,0.523,0.371,0.75,0.375,0.712
M2014147,2015-03-12,2014,team_18,team_16,0,3,0.291,0.331,0.662,0.677,0.532,0.884,0.167,0.417,0.268,0.041
M2014148,2015-03-12,2014,team_16,team_19,1,1,0.887,0.288,0.851,0.625,0.447,0.517,0.004,0.527,0.115,0.665
M2014148,2015-03-12,2014,team_19,team_16,0,9,0.35,0.283,0.743,0.513,0.423,0.262,0.43,0.583,0.105,0.771
M2014149,2015-03-15,2014,team_16,team_20,1,3,0.958,0.209,0.754,0.6,0.279,0.393,0.383,0.318,0.457,0.845
M2014149,2015-03-15,2014,team_20,team_16,0,13,0.529,0.578,0.504,0.575,0.52,0.72,0.543,0.65,0.477,0.779
M2014150,2015-03-15,2014,team_16,team_24,1,8,0.746,0.403,0.643,0.536,0.486,0.201,0.399,0.578,0.319,0.808
M2014150,2015-03-15,2014,team_24,team_16,0,19,0.753,0.511,0.648,0.419,0.706,0.24,0.344,0.571,1.121,0.685
M2014151,2015-03-15,2014,team_16,team_27,1,7,1.016,0.347,0.829,0.623,0.404,0.025,0.567,0.119,0.253,0.726
M2014151,2015-03-15,2014,team_27,team_16,0,5,0.464,0.637,0.521,0.285,0.423,0.468,0.449,0.267,0.696,0.218
M2014152,2015-03-16,2014,team_16,team_33,1,3,0.918,0.243,0.938,0.565,0.304,0.432,0.409,0.422,0.512,0.611
M2014152,2015-03-16,2014,team_33,team_16,0,5,0.437,0.284,0.4,0.399,0.768,0.566,0.266,0.217,0.275,0.505
M2014153,2015-03-21,2014,team_16,team_43,1,6,0.764,0.272,0.865,0.697,0.361,0.435,0.167,0.444,0.466,0.774
M2014153,2015-03-21,2014,team_43,team_16,0,7,0.685,0.123,0.95,0.816,0.487,0.836,0.527,0.233,0.407,0.234
M2014154,2015-03-21,2014,team_16,team_49,1,5,1.137,0.41,1.014,0.392,0.723,0.53,0.068,0.758,0.614,0.932
M2014154,2015-03-21,2014,team_49,team_16,0,10,0.669,0.354,0.409,0.856,0.34,0.59,0.435,0.419,0.254,0.215
M2014155,2015-03-21,2014,team_17,team_18,1,4,0.668,0.369,0.488,0.937,0.243,0.018,0.427,0.361,0.469,1.039
M2014155,2015-03-21,2014,team_18,team_17,0,1,0.364,0.419,0.416,0.618,0.421,0.484,0.162,0.327,0.585,-0.035
M2014156,2015-03-21,2014,team_17,team_19,1,4,0.66,0.27,0.55,0.855,0.373,0.53,-0.081,0.554,0.581,0.791
M2014156,2015-03-21,2014,team_19,team_17,0,7,0.214,0.453,0.566,0.44,0.54,0.271,0.405,0.588,0.208,0.474
M2014157,2015-03-22,2014,team_17,team_20,1,2,0.741,0.257,0.39,0.892,0.005,0.443,0.33,0.423,0.502,0.856
M2014157,2015-03-22,2014,team_20,team_17,0,7,0.485,0.468,0.35,0.293,0.447,0.514,0.409,0.347,0.447,0.541
M2014158,2015-03-23,2014,team_17,team_24,1,5,0.738,0.333,0.506,0.576,0.233,0.508,0.111,0.422,0.624,1.159
M2014158,2015-03-23,2014,team_24,team_17,0,8,0.78,0.465,0.817,0.475,0.567,0.529,0.263,0.493,0.997,0.706
M2014159,2015-03-25,2014,team_17,team_27,1,8,0.821,0.494,0.584,0.904,0.325,0.449,0.252,0.355,0.469,0.99
M2014159,2015-03-25,2014,team_27,team_17,0,3,0.22,0.507,0.588,0.205,0.569,0.467,0.646,0.173,0.523,0.493
M2014160,2015-03-25,2014,team_17,team_33,1,8,0.681,0.349,0.571,0.961,0.068,0.213,0.224,0.397,0.464,1.142
M2014160,2015-03-25,2014,team_33,team_17,0,5,0.492,0.683,0.152,0.361,0.899,0.637,0.476,0.578,0.267,0.409
M2014161,2015-03-25,2014,team_17,team_43,1,7,0.73,0.46,0.506,0.841,0.09,0.255,0.1,0.365,0.72,1.032
M2014161,2015-03-25,2014,team_43,team_17,0,14,0.533,0.316,0.725,0.732,0.234,0.78,0.566,0.639,0.644,0.321
M2014162,2015-03-27,2014,team_17,team_49,1,4,0.69,0.395,0.375,0.803,0.121,0.38,-0.108,0.425,0.821,0.954
M2014162,2015-03-27,2014,team_49,team_17,0,6,0.686,0.388,0.191,0.88,0.431,0.676,0.38,0.366,0.313,0.246
M2014163,2015-03-27,2014,team_18,team_19,1,4,0.478,0.446,0.732,0.652,0.761,0.381,0.369,0.456,0.651,0.08
M2014163,2015-03-27,2014,team_19,team_18,0,4,0.38,0.323,0.56,0.465,0.332,0.341,0.401,0.431,0.348,0.52
M2014164,2015-03-29,2014,team_18,team_20,1,5,0.535,0.304,0.545,0.596,0.684,0.608,0.336,0.261,0.385,0.137
M2014164,2015-03-29,2014,team_20,team_18,0,8,0.36,0.554,0.509,0.468,0.711,0.609,0.337,0.371,0.22,0.707
M2014165,2015-03-31,2014,team_18,team_24,1,10,0.501,0.446,0.513,0.777,0.558,0.523,0.391,0.497,0.291,0.092
M2014165,2015-03-31,2014,team_24,team_18,0,9,0.751,0.551,0.692,0.391,0.547,0.413,0.582,0.14,1.004,0.741
M2014166,2015-04-01,2014,team_18,team_27,1,7,0.571,0.271,0.441,0.807,0.728,0.43,0.321,0.455,0.387,-0.048
M2014166,2015-04-01,2014,team_27,team_18,0,5,0.268,0.443,0.336,0.335,0.375,0.66,0.737,0.673,0.928,0.185
M2014167,2015-04-05,2014,team_18,team_33,1,5,0.321,0.437,0.534,0.694,0.448,0.593,0.317,0.495,0.527,-0.022
M2014167,2015-04-05,2014,team_33,team_18,0,7,0.312,0.435,0.189,0.504,0.838,0.481,0.353,0.327,0.358,0.448
M2014168,2015-04-07,2014,team_18,team_43,1,4,0.373,0.315,0.425,0.655,0.478,0.377,0.265,0.331,0.603,0.123
M2014168,2015-04-07,2014,team_43,team_18,0,6,0.735,0.303,0.897,0.509,0.272,0.556,0.55,0.424,0.45,0.444
M2014169,2015-04-07,2014,team_18,team_49,1,8,0.456,0.417,0.566,0.669,0.692,0.279,0.505,0.359,0.749,0.024
M2014169,2015-04-07,2014,team_49,team_18,0,12,0.634,0.415,0.508,0.905,0.295,0.703,0.436,0.334,0.468,0.389
M2014170,2015-04-08,2014,team_19,team_20,1,6,0.56,0.481,0.6,0.551,0.515,0.382,0.495,0.338,0.275,0.753
M2014170,2015-04-08,2014,team_20,team_19,0,4,0.296,0.446,0.335,0.498,0.517,0.365,0.431,0.498,0.414,0.717
M2014171,2015-04-10,2014,team_19,team_24,1,10,0.354,0.325,0.415,0.537,0.476,0.343,0.411,0.444,0.252,0.47
M2014171,2015-04-10,2014,team_24,team_19,0,0,0.757,0.444,0.719,0.309,0.795,0.294,0.137,0.329,0.915,0.566
M2014172,2015-04-13,2014,team_19,team_27,1,7,0.258,0.381,0.665,0.508,0.408,0.399,0.57,0.403,0.344,0.598
M2014172,2015-04-13,2014,team_27,team_19,0,6,0.194,0.708,0.276,0.281,0.436,0.354,0.553,0.574,0.734,0.113
M2014173,2015-04-13,2014,team_19,team_33,1,5,0.321,0.457,0.5,0.619,0.36,0.442,0.333,0.435,0.331,0.567
M2014173,2015-04-13,2014,team_33,team_19,0,7,0.491,0.521,0.371,0.341,1.097,0.719,0.336,0.573,0.466,0.326
M2014174,2015-04-15,2014,team_19,team_43,1,9,0.482,0.412,0.532,0.55,0.304,0.381,0.52,0.305,0.253,0.297
M2014174,2015-04-15,2014,team_43,team_19,0,5,0.605,0.327,0.822,0.452,0.422,0.497,0.84,0.182,0.413,0.412
M2014175,2015-04-19,2014,team_19,team_49,1,4,0.338,0.258,0.58,0.529,0.365,0.507,0.317,0.193,0.354,0.504
M2014175,2015-04-19,2014,team_49,team_19,0,8,0.588,0.468,0.332,0.814,0.327,0.569,0.388,0.492,0.413,0.017
M2014176,2015-04-20,2014,team_20,team_24,1,4,0.472,0.446,0.29,0.626,0.328,0.61,0.056,0.633,0.338,0.796
M2014176,2015-04-20,2014,team_24,team_20,0,3,0.749,0.485,0.666,0.428,0.444,0.295,0.438,0.593,0.956,0.686
M2014177,2015-04-21,2014,team_20,team_27,1,8,0.39,0.286,0.377,0.699,0.313,0.662,0.381,0.443,0.79,0.437
M2014177,2015-04-21,2014,team_27,team_20,0,5,0.279,0.769,0.364,0.435,0.598,0.528,0.531,0.437,0.444,0.278
M2014178,2015-04-24,2014,team_20,team_33,1,3,0.516,0.547,0.224,0.456,0.649,0.272,0.458,0.162,0.31,0.756
M2014178,2015-04-24,2014,team_33,team_20,0,3,0.507,0.343,0.298,0.541,1.141,0.571,0.57,0.216,0.374,0.299
M2014179,2015-04-26,2014,team_20,team_43,1,3,0.467,0.472,0.415,0.538,0.707,0.388,0.307,0.158,0.461,0.796
M2014179,2015-04-26,2014,team_43,team_20,0,4,0.969,0.108,0.793,0.716,0.414,0.912,0.643,0.7,0.409,0.388
M2014180,2015-04-27,2014,team_20,team_49,1,8,0.511,0.557,0.263,0.519,0.531,0.647,0.533,0.372,0.107,0.638
M2014180,2015-04-27,2014,team_49,team_20,0,3,0.592,0.432,0.383,0.792,0.369,0.681,0.436,0.62,0.196,0.196
M2014181,2015-04-28,2014,team_24,team_27,1,2,0.885,0.448,0.726,0.399,0.474,0.371,0.173,0.263,1.058,0.695
M2014181,2015-04-28,2014,team_27,team_24,0,6,0.197,0.777,0.328,0.367,0.484,0.555,0.391,0.391,0.572,0.329
M2014182,2015-04-28,2014,team_24,team_33,1,2,0.831,0.524,0.717,0.273,0.617,0.289,0.291,0.629,0.878,0.73
M2014182,2015-04-28,2014,team_33,team_24,0,4,0.352,0.34,0.342,0.354,0.957,0.847,0.378,0.594,0.294,0.493
M2014183,2015-05-02,2014,team_24,team_43,1,4,0.802,0.534,0.711,0.414,0.582,0.595,0.268,0.345,0.97,0.787
M2014183,2015-05-02,2014,team_43,team_24,0,9,0.715,0.201,0.94,0.606,0.384,0.524,0.777,0.746,0.699,0.598
M2014184,2015-05-06,2014,team_24,team_49,1,7,0.929,0.478,0.58,0.28,0.534,0.465,0.289,0.696,1.115,0.694
M2014184,2015-05-06,2014,team_49,team_24,0,8,0.544,0.655,0.462,0.738,0.423,0.929,0.399,0.657,0.345,0.101
M2014185,2015-05-07,2014,team_27,team_33,1,3,0.074,0.655,0.68,0.436,0.432,0.614,0.58,0.288,0.682,0.311
M2014185,2015-05-07,2014,team_33,team_27,0,2,0.365,0.366,0.374,0.267,1.013,0.454,0.381,0.179,0.443,0.085
M2014186,2015-05-07,2014,team_27,team_43,1,6,0.366,0.639,0.498,0.344,0.591,0.7,0.501,0.425,1.012,0.462
M2014186,2015-05-07,2014,team_43,team_27,0,6,0.624,0.206,0.793,0.772,0.318,0.692,0.577,0.352,0.57,0.243
M2014187,2015-05-09,2014,team_27,team_49,1,6,0.336,0.767,0.507,0.378,0.418,0.464,0.725,0.153,0.706,0.349
M2014187,2015-05-09,2014,team_49,team_27,0,6,0.596,0.417,0.15,0.779,0.327,0.606,0.331,0.679,0.271,0.236
M2014188,2015-05-10,2014,team_33,team_43,1,6,0.411,0.388,0.353,0.423,1.04,0.664,0.217,0.502,-0.042,0.534
M2014188,2015-05-10,2014,team_43,team_33,0,7,0.854,0.031,0.942,0.524,0.5,0.766,0.584,0.447,0.641,0.272
M2014189,2015-05-10,2014,team_33,team_49,1,8,0.483,0.457,0.329,0.389,1.001,0.53,0.473,0.616,0.216,0.591
M2014189,2015-05-10,2014,team_49,team_33,0,1,0.661,0.414,0.155,0.676,0.222,0.821,0.578,0.278,0.356,0.301
M2014190,2015-05-12,2014,team_43,team_49,1,4,0.627,0.257,0.631,0.686,0.299,0.685,0.536,0.586,0.6,0.338
M2014190,2015-05-12,2014,team_49,team_43,0,5,0.783,0.43,0.545,0.641,0.263,0.678,0.529,0.305,0.463,0.154
M2015001,2015-08-10,2015,team_01,team_03,1,8,0.773,0.619,0.453,0.578,0.501,0.261,0.232,0.436,0.245,0.551
M2015001,2015-08-10,2015,team_03,team_01,0,12,0.811,0.72,1.08,0.62,0.337,0.481,0.493,0.492,0.612,0.595
M2015002,2015-08-12,2015,team_01,team_04,1,7,0.727,0.495,0.378,0.968,0.743,0.452,0.181,0.598,0.684,0.605
M2015002,2015-08-12,2015,team_04,team_01,0,10,0.536,0.256,0.314,0.846,0.077,0.381,0.526,0.457,0.584,0.547
M2015003,2015-08-13,2015,team_01,team_05,1,5,0.639,0.397,0.358,0.867,0.705,0.229,0.362,0.348,0.535,0.557
M2015003,2015-08-13,2015,team_05,team_01,0,8,0.574,0.688,0.342,0.58,0.666,0.524,0.692,0.143,0.693,0.51
M2015004,2015-08-16,2015,team_01,team_07,1,5,0.697,0.716,0.359,0.811,0.854,0.243,0.201,0.489,0.258,0.362
M2015004,2015-08-16,2015,team_07,team_01,0,2,0.75,0.74,0.381,0.71,0.354,0.855,0.446,0.226,0.202,0.597
M2015005,2015-08-16,2015,team_01,team_08,1,8,0.763,0.507,0.449,0.789,0.901,0.691,0.257,0.402,0.253,0.519
M2015005,2015-08-16,2015,team_08,team_01,0,4,0.321,0.499,0.426,0.301,-0.238,0.934,0.545,0.199,0.584,0.287
M2015006,2015-08-17,2015,team_01,team_09,1,9,0.715,0.42,0.435,1.022,0.897,0.38,0.417,0.23,0.06,0.677
M2015006,2015-08-17,2015,team_09,team_01,0,8,0.662,0.462,0.591,0.325,0.657,0.592,0.662,0.636,0.667,0.524
M2015007,2015-08-17,2015,team_01,team_10,1,2,0.957,0.579,0.476,0.743,0.825,0.505,0.262,0.597,0.597,0.746
M2015007,2015-08-17,2015,team_10,team_01,0,3,0.694,0.695,0.66,0.718,0.405,0.081,0.657,0.421,0.264,0.452
M2015008,2015-08-18,2015,team_01,team_11,1,5,0.874,0.556,0.418,0.941,0.846,0.325,0.055,0.328,0.151,0.631
M2015008,2015-08-18,2015,team_11,team_01,0,2,0.803,0.65,0.676,0.645,0.581,0.501,0.557,0.376,0.535,0.789
M2015009,2015-08-19,2015,team_01,team_12,1,3,0.752,0.563,0.504,0.931,0.732,0.296,0.364,0.351,0.657,0.735
M2015009,2015-08-19,2015,team_12,team_01,0,9,0.333,0.419,0.58,0.518,0.932,0.014,0.407,0.702,0.594,0.441
M2015010,2015-08-19,2015,team_01,team_13,1,7,0.498,0.561,0.507,0.946,0.52,0.431,0.302,0.484,0.263,0.553
M2015010,2015-08-19,2015,team_13,team_01,0,4,0.866,0.47,0.562,0.321,0.609,0.49,0.649,0.274,0.823,0.377
M2015011,2015-08-20,2015,team_01,team_15,1,2,0.704,0.484,0.258,0.954,0.611,0.194,0.28,0.097,0.317,0.552
M2015011,2015-08-20,2015,team_15,team_01,0,4,0.113,0.414,0.443,0.7,0.451,0.645,0.534,0.505,0.988,0.673
M2015012,2015-08-21,2015,team_01,team_16,1,7,0.536,0.452,0.381,0.854,0.706,0.309,-0.001,0.114,0.318,0.666
M2015012,2015-08-21,2015,team_16,team_01,0,5,0.755,0.398,0.827,0.613,0.322,0.566,0.412,0.303,0.136,0.692
M2015013,2015-08-22,2015,team_01,team_17,1,11,0.586,0.513,0.402,0.868,0.701,0.6,0.003,0.632,0.35,0.689
M2015013,2015-08-22,2015,team_17,team_01,0,2,0.68,0.314,0.439,0.653,0.287,0.368,0.231,0.074,0.567,0.854
M2015014,2015-08-22,2015,team_01,team_18,1,8,0.773,0.698,0.582,0.805,1.158,0.397,0.33,0.427,0.637,0.53
M2015014,2015-08-22,2015,team_18,team_01,0,6,0.513,0.556,0.529,0.609,0.708,0.428,0.333,0.592,0.513,-0.143
M2015015,2015-08-24,2015,team_01,team_20,1,13,0.632,0.421,0.442,0.929,0.895,0.288,0.346,0.543,0.277,0.614
M2015015,2015-08-24,2015,team_20,team_01,0,17,0.458,0.525,0.288,0.353,0.53,0.625,0.698,0.609,0.48,0.597
M2015016,2015-08-30,2015,team_01,team_27,1,8,0.846,0.651,0.514,0.745,0.916,0.34,0.252,0.457,0.386,0.449
M2015016,2015-08-30,2015,team_27,team_01,0,2,0.306,0.636,0.4,0.224,0.534,0.361,0.571,0.262,0.58,0.357
M2015017,2015-09-05,2015,team_01,team_33,1,4,0.625,0.452,0.417,0.891,1.079,0.521,0.242,0.547,0.484,0.65
M2015017,2015-09-05,2015,team_33,team_01,0,5,0.6,0.598,0.45,0.321,0.945,0.386,0.6,0.332,0.178,0.483
M2015018,2015-09-05,2015,team_01,team_37,1,2,0.497,0.541,0.36,0.733,0.604,0.414,0.364,0.207,0.295,0.622
M2015018,2015-09-05,2015,team_37,team_01,0,1,0.337,0.504,0.445,0.427,0.391,0.443,0.081,0.167,0.338,0.511
M2015019,2015-09-06,2015,team_01,team_43,1,6,0.753,0.506,0.346,0.721,0.66,0.151,0.27,0.403,0.562,0.529
M2015019,2015-09-06,2015,team_43,team_01,0,6,0.746,0.111,0.738,0.677,0.444,0.843,0.899,0.4,0.209,0.599
M2015020,2015-09-07,2015,team_03,team_04,1,4,0.816,0.733,0.75,0.606,0.435,0.556,0.348,0.274,0.748,0.649
M2015020,2015-09-07,2015,team_04,team_03,0,14,0.588,0.303,0.433,0.97,0.238,0.864,0.474,0.488,0.516,0.349
M2015021,2015-09-09,2015,team_03,team_05,1,11,0.685,0.62,1.006,0.504,0.453,0.439,1.008,0.527,0.483,0.496
M2015021,2015-09-09,2015,team_05,team_03,0,8,0.339,0.589,0.385,0.77,0.497,0.399,0.909,0.23,0.731,0.546
M2015022,2015-09-09,2015,team_03,team_07,1,5,0.723,0.703,0.69,0.604,0.193,0.24,0.452,0.449,0.572,0.584
M2015022,2015-09-09,2015,team_07,team_03,0,17,0.53,0.458,0.449,0.69,0.732,0.848,0.466,0.759,0.102,0.633
M2015023,2015-09-09,2015,team_03,team_08,1,6,0.763,0.688,0.887,0.764,0.474,0.687,0.652,0.345,0.296,0.665
M2015023,2015-09-09,2015,team_08,team_03,0,8,0.262,0.68,0.329,0.236,-0.165,0.604,0.709,0.406,0.76,0.148
M2015024,2015-09-11,2015,team_03,team_09,1,12,0.646,0.537,0.867,0.564,0.344,0.306,0.467,0.707,0.625,0.633
M2015024,2015-09-11,2015,team_09,team_03,0,5,0.547,0.49,0.442,0.295,0.648,0.792,0.604,0.693,0.343,0.349
M2015025,2015-09-11,2015,team_03,team_10,1,3,0.761,0.649,0.835,0.772,0.595,0.683,0.658,0.246,0.39,0.459
M2015025,2015-09-11,2015,team_10,team_03,0,10,0.461,0.602,0.534,0.554,0.146,0.091,0.682,0.509,0.502,0.337
M2015026,2015-09-12,2015,team_03,team_11,1,9,0.648,0.646,0.866,0.584,0.349,0.412,0.597,0.76,0.669,0.506
M2015026,2015-09-12,2015,team_11,team_03,0,2,0.853,0.433,0.564,0.698,0.802,0.402,0.514,0.384,0.447,0.608
M2015027,2015-09-20,2015,team_03,team_12,1,9,0.544,0.742,0.711,0.621,0.242,0.479,0.748,0.553,0.486,0.497
M2015027,2015-09-20,2015,team_12,team_03,0,3,0.474,0.321,0.454,0.345,0.567,0.066,0.406,0.499,0.438,0.574
M2015028,2015-09-23,2015,team_03,team_13,1,9,0.668,0.596,0.796,0.465,0.132,0.265,0.639,0.256,0.622,0.567
M2015028,2015-09-23,2015,team_13,team_03,0,2,0.853,0.632,0.325,0.453,0.866,0.641,0.323,0.582,0.46,0.573
M2015029,2015-09-25,2015,team_03,team_15,1,13,0.635,0.539,0.908,0.549,0.245,0.275,0.645,0.546,0.546,0.543
M2015029,2015-09-25,2015,team_15,team_03,0,8,0.082,0.626,0.406,0.797,0.462,0.538,0.523,0.708,0.675,0.751
M2015030,2015-09-28,2015,team_03,team_16,1,2,0.701,0.724,0.929,0.56,0.364,0.311,0.746,0.338,0.733,0.76
M2015030,2015-09-28,2015,team_16,team_03,0,14,0.927,0.28,0.808,0.59,0.586,0.449,0.318,0.742,0.329,0.684
M2015031,2015-09-29,2015,team_03,team_17,1,11,0.645,0.682,1.094,0.578,0.29,0.399,0.469,0.654,0.726,0.483
M2015031,2015-09-29,2015,team_17,team_03,0,6,0.622,0.404,0.552,0.747,0.047,0.259,0.209,0.328,0.874,1.203
M2015032,2015-09-30,2015,team_03,team_18,1,6,0.566,0.631,0.876,0.576,0.348,0.452,0.468,0.386,0.628,0.675
M2015032,2015-09-30,2015,team_18,team_03,0,10,0.313,0.36,0.535,0.706,0.81,0.369,0.163,0.604,0.629,0.051
M2015033,2015-09-30,2015,team_03,team_20,1,5,0.63,0.585,0.86,0.56,0.281,0.579,0.563,0.513,0.75,0.395
M2015033,2015-09-30,2015,team_20,team_03,0,2,0.465,0.567,0.258,0.669,0.404,0.743,0.246,0.319,0.484,0.583
M2015034,2015-10-01,2015,team_03,team_27,1,4,0.666,0.539,0.863,0.571,0.388,0.493,0.373,0.43,0.706,0.7
M2015034,2015-10-01,2015,team_27,team_03,0,3,0.33,0.629,0.494,0.402,0.559,0.242,0.603,0.429,0.696,0.354
M2015035,2015-10-01,2015,team_03,team_33,1,12,0.618,0.56,0.847,0.714,0.179,0.03,0.74,0.63,0.506,0.532
M2015035,2015-10-01,2015,team_33,team_03,0,2,0.469,0.447,0.179,0.413,0.752,0.481,0.545,0.189,0.383,0.58
